canto,stanza_num,stanza_lines,stanza_chars,line,line_num,line_chars
Canto II,17,42,1580,"Mas, se lho o regimento não consente,",39,37
Canto II,17,42,1580,Nem eu consentirei que a excelência,40,35
Canto II,17,42,1580,"De peitos tão leais em si desfaça,",41,34
Canto II,17,42,1580,Só porque a meu desejo satisfaça.,42,33
Canto II,18,43,1539,"«Porém, como a luz crástina chegada",1,35
Canto II,18,43,1539,"Ao mundo for, em minhas almadias",2,32
Canto II,18,43,1539,"Eu irei visitar a forte armada,",3,31
Canto II,18,43,1539,Que ver tanto desejo há tantos dias.,4,36
Canto II,18,43,1539,"E, se vier do mar desbaratada",5,29
Canto II,18,43,1539,"Do furioso vento e longas vias,",6,31
Canto II,18,43,1539,Aqui terá de limpos pensamentos,7,31
Canto II,18,43,1539,"Piloto, munições e mantimentos.»",8,32
Canto II,18,43,1539,Isto disse; e nas águas se escondia,9,35
Canto II,18,43,1539,"O filho de Latona; e o mensageiro,",10,34
Canto II,18,43,1539,"Co a embaixada, alegre se partia",11,32
Canto II,18,43,1539,Pera a frota no seu batel ligeiro.,12,34
Canto II,18,43,1539,"Enchem-se os peitos todos de alegria,",13,37
Canto II,18,43,1539,Por terem o remédio verdadeiro,14,30
Canto II,18,43,1539,Pera acharem a terra que buscavam;,15,34
Canto II,18,43,1539,E assi ledos a noite festejavam.,16,32
Canto II,18,43,1539,"Não faltam ali os raios de artifício,",17,37
Canto II,18,43,1539,Os trémulos cometas imitando;,18,29
Canto II,18,43,1539,"Fazem os bombardeiros seu ofício,",19,33
Canto II,18,43,1539,"O céu, a terra e as ondas atroando;",20,35
Canto II,18,43,1539,"Mostra-se dos Ciclopas o exercício,",21,35
Canto II,18,43,1539,Nas bombas que de fogo estão queimando;,22,39
Canto II,18,43,1539,"Outros com vozes com que o céu feriam,",23,38
Canto II,18,43,1539,Instrumentos altíssonos tangiam.,24,32
Canto II,18,43,1539,"Respondem-lhe da terra juntamente,",25,34
Canto II,18,43,1539,Co raio volteando com zunido;,26,29
Canto II,18,43,1539,"Anda em giros no ar a roda ardente,",27,35
Canto II,18,43,1539,Estoira o pó sulfúreo escondido;,28,32
Canto II,18,43,1539,"A grita se alevanta ao céu, da gente;",29,37
Canto II,18,43,1539,O mar se via em fogos acendido,30,30
Canto II,18,43,1539,E não menos a terra; e assi festeja,31,35
Canto II,18,43,1539,"Um ao outro, à maneira de peleja.",32,33
Canto II,18,43,1539,"Mas já o Céu inquieto, revolvendo,",33,34
Canto II,18,43,1539,As gentes incitava a seu trabalho;,34,34
Canto II,18,43,1539,"E já a mãe de Menon, a luz trazendo",35,35
Canto II,18,43,1539,Ao sono longo punha certo atalho;,36,33
Canto II,18,43,1539,"Iam-se as sombras lentas desfazendo,",37,36
Canto II,18,43,1539,"Sobre as flores da terra em frio orvalho,",38,41
Canto II,18,43,1539,"Quando o Rei Melindano se embarcava,",39,36
Canto II,18,43,1539,A ver a frota que no mar estava.,40,32
Canto II,18,43,1539,"Viam-se em derredor ferver as praias,",41,37
Canto II,18,43,1539,Da gente que a ver só concorre leda;,42,36
Canto II,18,43,1539,"Luzem da fina púrpura as cabaias,",43,33
Canto II,19,44,1581,Lustram os panos da tecida seda.,1,32
Canto II,19,44,1581,Em lugar de guerreiras azagaias,2,31
Canto II,19,44,1581,E do arco que os cornos arremeda,3,32
Canto II,19,44,1581,"Da Lüa, trazem ramos de palmeira,",4,33
Canto II,19,44,1581,"Dos que vencem, coroa verdadeira.",5,33
Canto II,19,44,1581,"Um batel grande e largo, que toldado",6,36
Canto II,19,44,1581,"Vinha de sedas de diversas cores,",7,33
Canto II,19,44,1581,"Traz o Rei de Melinde, acompanhado",8,34
Canto II,19,44,1581,De nobres de seu Reino e de senhores.,9,37
Canto II,19,44,1581,"Vem de ricos vestidos adornado,",10,31
Canto II,19,44,1581,Segundo seus costumes e primores;,11,33
Canto II,19,44,1581,"Na cabeça, üa fota guarnecida",12,29
Canto II,19,44,1581,"De ouro, e de seda e de algodão tecida;",13,39
Canto II,19,44,1581,"Cabaia de Damasco rico e dino,",14,30
Canto II,19,44,1581,"Da Tíria cor, entre eles estimada;",15,34
Canto II,19,44,1581,"Um colar ao pescoço, de ouro fino,",16,34
Canto II,19,44,1581,"Onde a matéria da obra é superada,",17,34
Canto II,19,44,1581,Cum resplandor reluze adamantino;,18,33
Canto II,19,44,1581,"Na cinta a rica adaga, bem lavrada;",19,35
Canto II,19,44,1581,"Nas alparcas dos pés, em fim de tudo,",20,37
Canto II,19,44,1581,Cobrem ouro e aljôfar ao veludo.,21,32
Canto II,19,44,1581,"Com um redondo emparo alto de seda,",22,35
Canto II,19,44,1581,"Nüa alta e dourada hástea enxerido,",23,35
Canto II,19,44,1581,Um ministro à solar quentura veda,24,33
Canto II,19,44,1581,Que não ofenda e queime o Rei subido.,25,37
Canto II,19,44,1581,"Mú sica traz na proa, estranha e leda,",26,38
Canto II,19,44,1581,"De áspero som, horríssono ao ouvido,",27,36
Canto II,19,44,1581,"De trombetas arcadas em redondo,",28,32
Canto II,19,44,1581,"Que, sem concerto, fazem rudo estrondo.",29,39
Canto II,19,44,1581,"Não menos guarnecido, o Lusitano,",30,33
Canto II,19,44,1581,"Nos seus batéis, da frota se partia,",31,36
Canto II,19,44,1581,"A receber no mar o Melindano,",32,29
Canto II,19,44,1581,Com lustrosa e honrada companhia.,33,33
Canto II,19,44,1581,"Vestido o Gama vem ao modo Hispano,",34,35
Canto II,19,44,1581,"Mas Francesa era a roupa que vestia,",35,36
Canto II,19,44,1581,"De cetim da Adriática Veneza,",36,29
Canto II,19,44,1581,"Carmesi, cor que a gente tanto preza;",37,37
Canto II,19,44,1581,De botões d'ouro as mangas vêm tomadas,38,38
Canto II,19,44,1581,"Onde o Sol, reluzindo, a vista cega;",39,36
Canto II,19,44,1581,"As calças soldadescas, recamadas",40,32
Canto II,19,44,1581,Do metal que Fortuna a tantos nega;,41,35
Canto II,19,44,1581,"E com pontas do mesmo, delicadas,",42,33
Canto II,19,44,1581,Os golpes do gibão ajunta e achega;,43,35
Canto II,19,44,1581,Ao Itálico modo a áurea espada;,44,31
Canto II,20,42,1494,"Pruma na gorra, um pouco declinada.",1,35
Canto II,20,42,1494,Nos de sua companhia se mostrava,2,32
Canto II,20,42,1494,Da tinta que dá o múrice excelente,3,34
Canto II,20,42,1494,"A vária cor, que os olhos alegrava,",4,35
Canto II,20,42,1494,E a maneira do trajo diferente.,5,31
Canto II,20,42,1494,Tal o fermoso esmalte se notava,6,31
Canto II,20,42,1494,"Dos vestidos, olhados juntamente,",7,33
Canto II,20,42,1494,Qual aparece o arco rutilante,8,29
Canto II,20,42,1494,"Da bela Ninfa, filha de Taumante.",9,33
Canto II,20,42,1494,Sonorosas trombetas incitavam,10,29
Canto II,20,42,1494,"Os ânimos alegres, ressoando;",11,29
Canto II,20,42,1494,"Dos Mouros os batéis o mar coalhavam,",12,37
Canto II,20,42,1494,Os toldos pelas águas arrojando;,13,32
Canto II,20,42,1494,"As bombardas horríssonas bramavam,",14,34
Canto II,20,42,1494,Com as nuvens de fumo o Sol tomando;,15,36
Canto II,20,42,1494,"Amiúdam-se os brados acendidos,",16,31
Canto II,20,42,1494,Tapam com as mãos os Mouros os ouvidos.,17,39
Canto II,20,42,1494,Já no batel entrou do Capitão,18,29
Canto II,20,42,1494,"O Rei, que nos seus braços o levava;",19,36
Canto II,20,42,1494,"Ele, co a cortesia que a razão",20,30
Canto II,20,42,1494,"(Por ser Rei) requeria, lhe falava.",21,35
Canto II,20,42,1494,"Cüas mostras de espanto e admiração,",22,36
Canto II,20,42,1494,"O Mouro o gesto e o modo lhe notava,",23,36
Canto II,20,42,1494,Como quem em mui grande estima tinha,24,36
Canto II,20,42,1494,Gente que de tão longe à Índia vinha.,25,37
Canto II,20,42,1494,E com grandes palavras lhe oferece,26,34
Canto II,20,42,1494,"Tudo o que de seus reinos lhe cumprisse,",27,40
Canto II,20,42,1494,"E que, se mantimento lhe falece,",28,32
Canto II,20,42,1494,"Como se próprio fosse, lho pedisse.",29,35
Canto II,20,42,1494,Diz-lhe mais que por fama bem conhece,30,37
Canto II,20,42,1494,"A gente Lusitana, sem que a visse;",31,34
Canto II,20,42,1494,Que já ouviu dizer que noutra terra,32,35
Canto II,20,42,1494,Com gente de sua Lei tivesse guerra;,33,36
Canto II,20,42,1494,"E como por toda Africa se soa,",34,30
Canto II,20,42,1494,"Lhe diz, os grandes feitos que fizeram",35,38
Canto II,20,42,1494,Quando nela ganharam a coroa,36,28
Canto II,20,42,1494,Do Reino onde as Hespéridas viveram;,37,36
Canto II,20,42,1494,E com muitas palavras apregoa,38,29
Canto II,20,42,1494,O menos que os de Luso mereceram,39,32
Canto II,20,42,1494,E o mais que pela fama o Rei sabia;,40,35
Canto II,20,42,1494,Mas desta sorte o Gama respondia:,41,33
Canto II,20,42,1494,"- «Ó tu que, só, tiveste piedade,",42,33
Canto II,21,43,1547,"Rei benigno, da gente Lusitana,",1,31
Canto II,21,43,1547,Que com tanta miséria e adversidade,2,35
Canto II,21,43,1547,Dos mares exprimenta a fúria insana:,3,36
Canto II,21,43,1547,Aquela alta e divina Eternidade,4,31
Canto II,21,43,1547,"Que o Céu revolve e rege a gente humana,",5,40
Canto II,21,43,1547,"Pois que de ti tais obras recebemos,",6,36
Canto II,21,43,1547,Te pague o que nós outros não podemos.,7,38
Canto II,21,43,1547,"«Tu só, de todos quantos queima Apolo,",8,38
Canto II,21,43,1547,"Nos recebes em paz, do mar profundo;",9,36
Canto II,21,43,1547,"Em ti, dos ventos hórridos de Eolo",10,34
Canto II,21,43,1547,"Refúgio achamos, bom, fido e jocundo.",11,37
Canto II,21,43,1547,Enquanto apacentar o largo Pólo,12,31
Canto II,21,43,1547,"As Estrelas, e o Sol der lume ao Mundo,",13,39
Canto II,21,43,1547,"Onde quer que eu viver, com fama e glória",14,41
Canto II,21,43,1547,Viverão teus louvores em memória.»,15,34
Canto II,21,43,1547,"Isto dizendo, os barcos vão remando",16,35
Canto II,21,43,1547,"Pera a frota, que o Mouro ver deseja;",17,37
Canto II,21,43,1547,"Vão as naus üa e ü a rodeando,",18,30
Canto II,21,43,1547,Por que de todas tudo note e veja.,19,34
Canto II,21,43,1547,"Mas pera o Céu Vulcano fuzilando,",20,33
Canto II,21,43,1547,A frota co as bombardas o festeja,21,33
Canto II,21,43,1547,E as trombetas canoras lhe tangiam;,22,35
Canto II,21,43,1547,Cos anafis os Mouros respondiam.,23,32
Canto II,21,43,1547,"Mas, despois de ser tudo já notado",24,34
Canto II,21,43,1547,"Do generoso Mouro, que pasmava",25,30
Canto II,21,43,1547,"Ouvindo o instrumento inusitado,",26,32
Canto II,21,43,1547,"Que tamanho terror em si mostrava,",27,34
Canto II,21,43,1547,Mandava estar quieto e ancorado,28,31
Canto II,21,43,1547,"N'água o batel ligeiro que os levava,",29,37
Canto II,21,43,1547,Por falar de vagar co forte Gama,30,32
Canto II,21,43,1547,Nas cousas de que tem notícia e fama.,31,37
Canto II,21,43,1547,Em práticas o Mouro diferentes,32,30
Canto II,21,43,1547,"Se deleitava, perguntando agora",33,31
Canto II,21,43,1547,Pelas guerras famosas e excelentes,34,34
Canto II,21,43,1547,Co povo havidas que a Mafoma adora;,35,35
Canto II,21,43,1547,Agora lhe pergunta pelas gentes,36,31
Canto II,21,43,1547,"De toda a Hespéria última, onde mora;",37,37
Canto II,21,43,1547,"Agora, pelos povos seus vizinhos,",38,33
Canto II,21,43,1547,"Agora, pelos húmidos caminhos.",39,30
Canto II,21,43,1547,"- «Mas antes, valeroso Capitão,",40,31
Canto II,21,43,1547,"Nos conta (lhe dizia), diligente,",41,33
Canto II,21,43,1547,Da terra tua o clima e região,42,29
Canto II,21,43,1547,"Do mundo onde morais, distintamente;",43,36
Canto II,22,36,1325,"E assi de vossa antiga geração,",1,31
Canto II,22,36,1325,"E o princípio do Reino tão potente,",2,35
Canto II,22,36,1325,"Cos sucessos das guerras do começo,",3,35
Canto II,22,36,1325,"Que, sem sabê-las, sei que são de preço;",4,40
Canto II,22,36,1325,«E assi também nos conta dos rodeios,5,36
Canto II,22,36,1325,"Longos em que te traz o Mar irado,",6,34
Canto II,22,36,1325,"Vendo os costumes bárbaros, alheios,",7,36
Canto II,22,36,1325,Que a nossa Africa ruda tem criado;,8,35
Canto II,22,36,1325,"Conta, que agora vêm cos áureos freios",9,38
Canto II,22,36,1325,Os cavalos que o carro marchetado,10,33
Canto II,22,36,1325,"Do novo Sol, da fria Aurora trazem;",11,35
Canto II,22,36,1325,"O vento dorme, o mar e as ondas jazem.",12,38
Canto II,22,36,1325,«E não menos co tempo se parece,13,31
Canto II,22,36,1325,O desejo de ouvir-te o que contares;,14,36
Canto II,22,36,1325,Que quem há que por fama não conhece,15,36
Canto II,22,36,1325,As obras Portuguesas singulares?,16,32
Canto II,22,36,1325,Não tanto desviado resplandece,17,30
Canto II,22,36,1325,"De nós o claro Sol, pera julgares",18,33
Canto II,22,36,1325,Que os Melindanos têm tão rudo peito,19,36
Canto II,22,36,1325,Que não estimem muito um grande feito.,20,38
Canto II,22,36,1325,"«Cometeram soberbos os Gigantes,",21,32
Canto II,22,36,1325,"Com guerra vã, o Olimpo claro e puro;",22,37
Canto II,22,36,1325,"Tentou Perito e Teseu, de ignorantes,",23,37
Canto II,22,36,1325,"O Reino de Plutão, horrendo e escuro.",24,37
Canto II,22,36,1325,"Se houve feitos no mundo tão possantes,",25,39
Canto II,22,36,1325,"Não menos é trabalho ilustre e duro,",26,36
Canto II,22,36,1325,"Quanto foi cometer Inferno e Céu,",27,33
Canto II,22,36,1325,Que outrem cometa a fúria de Nereu.,28,35
Canto II,22,36,1325,"«Queimou o sagrado templo de Diana,",29,35
Canto II,22,36,1325,"Do sutil Tesifónio fabricado,",30,29
Canto II,22,36,1325,"Heróstrato, por ser da gente humana",31,35
Canto II,22,36,1325,Conhecido no mundo e nomeado.,32,29
Canto II,22,36,1325,Se também com tais obras nos engana,33,35
Canto II,22,36,1325,"O desejo de um nome aventajado,",34,31
Canto II,22,36,1325,Mais razão há que queira eterna glória,35,38
Canto II,22,36,1325,"Quem faz obras tão dinas de memória.».",36,39
Canto III,1,3,101,"AGORA tu, Calíope, me ensina",1,28
Canto III,1,3,101,O que contou ao Rei o ilustre Gama;,2,35
Canto III,1,3,101,Inspira imortal canto e voz divina,3,34
Canto III,2,45,1678,"Neste peito mortal, que tanto te ama.",1,37
Canto III,2,45,1678,"Assi o claro inventor da Medicina,",2,34
Canto III,2,45,1678,"De quem Orfeu pariste, ó linda Dama,",3,36
Canto III,2,45,1678,"Nunca por Dafne, Clície ou Leucotoe,",4,36
Canto III,2,45,1678,"Te negue o amor devido, como soe.",5,33
Canto III,2,45,1678,"Põe tu, Ninfa, em efeito meu desejo,",6,36
Canto III,2,45,1678,Como merece a gente Lusitana;,7,29
Canto III,2,45,1678,Que veja e saiba o mundo que do Tejo,8,36
Canto III,2,45,1678,O licor de Aganipe corre e mana.,9,32
Canto III,2,45,1678,"Deixa as flores de Pindo, que já vejo",10,37
Canto III,2,45,1678,Banhar-me Apolo na água soberana;,11,33
Canto III,2,45,1678,Senão direi que tens algum receio,12,33
Canto III,2,45,1678,Que se escureça o teu querido Orfeio.,13,37
Canto III,2,45,1678,Prontos estavam todos escuitando,14,32
Canto III,2,45,1678,"O que o sublime Gama contaria,",15,30
Canto III,2,45,1678,"Quando, despois de um pouco estar cuidando",16,42
Canto III,2,45,1678,"Alevantando o rosto, assi dizia:",17,32
Canto III,2,45,1678,"- «Mandas-me, ó Rei, que conte declarando",18,41
Canto III,2,45,1678,De minha gente a grão genealogia;,19,33
Canto III,2,45,1678,"Não me mandas contar estranha história,",20,39
Canto III,2,45,1678,Mas mandas-me louvar dos meus a glória.,21,39
Canto III,2,45,1678,"«Que outrem possa louvar esforço alheio,",22,40
Canto III,2,45,1678,Cousa é que se costuma e se deseja;,23,35
Canto III,2,45,1678,"Mas louvar os meus próprios, arreceio",24,37
Canto III,2,45,1678,Que louvor tão suspeito mal me esteja;,25,38
Canto III,2,45,1678,"E, pera dizer tudo, temo e creio",26,32
Canto III,2,45,1678,Que qualquer longo tempo curto seja;,27,36
Canto III,2,45,1678,"Mas, pois o mandas, tudo se te deve;",28,36
Canto III,2,45,1678,"Irei contra o que devo, e serei breve.",29,38
Canto III,2,45,1678,"«Além disso, o que a tudo enfim me obriga",30,41
Canto III,2,45,1678,"É não poder mentir no que disser,",31,33
Canto III,2,45,1678,"Porque de feitos tais, por mais que diga,",32,41
Canto III,2,45,1678,Mais me há-de ficar inda por dizer.,33,35
Canto III,2,45,1678,"Mas, porque nisto a ordem leve e siga,",34,38
Canto III,2,45,1678,"Segundo o que desejas de saber,",35,31
Canto III,2,45,1678,"Primeiro tratarei da larga terra,",36,33
Canto III,2,45,1678,Despois direi da sanguinosa guerra.,37,35
Canto III,2,45,1678,"«Entre a Zona que o Cancro senhoreia,",38,37
Canto III,2,45,1678,"Meta Setentrional do Sol luzente,",39,33
Canto III,2,45,1678,E aquela que por fria se arreceia,40,33
Canto III,2,45,1678,"Tanto, como a do meio por ardente,",41,34
Canto III,2,45,1678,"Jaz a soberba Europa, a quem rodeia,",42,36
Canto III,2,45,1678,Pela parte do Arcturo e do Ocidente.,43,36
Canto III,2,45,1678,"Com suas salsas ondas o Oceano,",44,31
Canto III,2,45,1678,"E pela Austral, o Mar Mediterrano.",45,34
Canto III,3,43,1560,"Da parte donde o dia vem nascendo,",1,34
Canto III,3,43,1560,Com Asia se avizinha; mas o rio,2,31
Canto III,3,43,1560,Que dos Montes Rifeios vai correndo,3,35
Canto III,3,43,1560,"Na alagoa Meótis, curvo e frio,",4,31
Canto III,3,43,1560,"As divide, e o mar que, fero e horrendo,",5,40
Canto III,3,43,1560,"Viu dos Gregos o irado senhorio,",6,32
Canto III,3,43,1560,Onde agora de Tróia triunfante,7,30
Canto III,3,43,1560,Não vê mais que a memória o navegante.,8,38
Canto III,3,43,1560,«Lá onde mais debaxo está do Pólo,9,33
Canto III,3,43,1560,Os Montes Hiperbóreos aparecem,10,30
Canto III,3,43,1560,"E aqueles onde sempre sopra Eolo,",11,33
Canto III,3,43,1560,E co nome dos sopros se ennobrecem,12,34
Canto III,3,43,1560,Aqui tão pouca força têm de Apolo,13,33
Canto III,3,43,1560,"Os raios que no mundo resplandecem,",14,35
Canto III,3,43,1560,"que a nEve está contino pelos montes,",15,37
Canto III,3,43,1560,"Gelado o mar, geladas sempre as fontes.",16,39
Canto III,3,43,1560,«Aqui dos Citas grande quantidade,17,33
Canto III,3,43,1560,"Vivem, que antigamente grande guerra",18,36
Canto III,3,43,1560,"Tiveram, sobre a humana antiguidade,",19,36
Canto III,3,43,1560,Cos que tinham antão a Egípcia terra;,20,37
Canto III,3,43,1560,Mas quem tão fora estava da verdade,21,35
Canto III,3,43,1560,"(Já que o juízo humano tanto erra),",22,35
Canto III,3,43,1560,"Pera que do mais certo se informara,",23,36
Canto III,3,43,1560,Ao campo Damasceno o perguntara.,24,32
Canto III,3,43,1560,«Agora nestas partes se nomeia,25,30
Canto III,3,43,1560,"A Lápia fria, a inculta Noruega,",26,32
Canto III,3,43,1560,"Escandinávia Ilha, que se arreia",27,32
Canto III,3,43,1560,Das vitórias que Itália não lhe nega.,28,37
Canto III,3,43,1560,"Aqui, enquanto as águas não refreia",29,35
Canto III,3,43,1560,"O congelado Inverno, se navega",30,30
Canto III,3,43,1560,Um braço do Sarmático Oceano,31,28
Canto III,3,43,1560,"Pelo Brús[s]io, Suécio e frio Dano.",32,35
Canto III,3,43,1560,«Entre este Mar e o Tánais vive estranha,33,40
Canto III,3,43,1560,"Gente, Rutenos, Moscos e Livónios,",34,34
Canto III,3,43,1560,Sármatas outro tempo; e na montanha,35,35
Canto III,3,43,1560,Hircínia os Marcomanos são Polónios.,36,36
Canto III,3,43,1560,Sujeitos ao Império de Alemanha,37,31
Canto III,3,43,1560,"São Saxones, Boémios e Panónios",38,31
Canto III,3,43,1560,"E outras várias nações, que o Reno frio",39,39
Canto III,3,43,1560,"Lava, e o Danúbio, Amásis e Álbis rio.",40,38
Canto III,3,43,1560,«Entre o remoto Istro e o claro Estreito,41,40
Canto III,3,43,1560,"Aonde Hele deixou, co nome, a vida,",42,35
Canto III,3,43,1560,"Estão os Traces de robusto peito,",43,33
Canto III,4,45,1628,"Do fero Marte pátria tão querida,",1,33
Canto III,4,45,1628,"Onde, co Hemo, o Ródope sujeito",2,31
Canto III,4,45,1628,"Ao Otomano está, que sometida",3,29
Canto III,4,45,1628,Bizâncio tem a seu serviço indino:,4,34
Canto III,4,45,1628,- Boa injúria do grande Costantino!,5,35
Canto III,4,45,1628,"«Logo de Macedónia estão as gentes,",6,35
Canto III,4,45,1628,A quem lava do Áxio a água fria;,7,32
Canto III,4,45,1628,"E vós também, ó terras excelentes",8,33
Canto III,4,45,1628,"Nos costumes, engenhos e ousadia,",9,33
Canto III,4,45,1628,Que criastes os peitos eloquentes,10,33
Canto III,4,45,1628,"E os juízos de alta fantasia,",11,29
Canto III,4,45,1628,"Com quem tu, clara Grécia, o Céu penetras,",12,42
Canto III,4,45,1628,"E não menos por armas, que por letras.",13,38
Canto III,4,45,1628,«Logo os Dálmatas vivem; e no seio,14,34
Canto III,4,45,1628,"Onde Antenor já muros levantou,",15,31
Canto III,4,45,1628,A soberba Veneza está no meio,16,29
Canto III,4,45,1628,"Das águas, - que tão baxa começou.",17,34
Canto III,4,45,1628,"Da terra um braço vem ao mar, que, cheio",18,40
Canto III,4,45,1628,"De esforço, nações várias sujeitou;",19,35
Canto III,4,45,1628,"Braço forte, de gente sublimada",20,31
Canto III,4,45,1628,Não menos nos engenhos que na espada.,21,37
Canto III,4,45,1628,"«Em torno o cerca o Reino Neptunino,",22,36
Canto III,4,45,1628,Cos muros naturais por outra parte;,23,35
Canto III,4,45,1628,"Pelo meio o divide o Apenino,",24,29
Canto III,4,45,1628,Que tão ilustre fez o pátrio Marte;,25,35
Canto III,4,45,1628,"Mas, despois que o Porteiro tem divino,",26,39
Canto III,4,45,1628,Perdendo o esforço veio e bélica arte;,27,38
Canto III,4,45,1628,Pobre está já de antiga potestade.,28,34
Canto III,4,45,1628,Tanto Deus se contenta de humildade!,29,36
Canto III,4,45,1628,"«Gália ali se verá, que nomeada",30,31
Canto III,4,45,1628,Cos Cesáreos triunfos foi no mundo;,31,35
Canto III,4,45,1628,Que do Séquana e Ródano é regada,32,32
Canto III,4,45,1628,E do Garuna frio e Reno fundo.,33,30
Canto III,4,45,1628,"Logo os montes da Ninfa sepultada,",34,34
Canto III,4,45,1628,"Pirene, se alevantam, que, segundo",35,34
Canto III,4,45,1628,"Antiguidades contam, quando arderam,",36,36
Canto III,4,45,1628,Rios de ouro e de prata antão correram.,37,39
Canto III,4,45,1628,"«Eis aqui se descobre a nobre Espanha,",38,38
Canto III,4,45,1628,"Como cabeça ali de Europa toda,",39,31
Canto III,4,45,1628,Em cujo senhorio e glória estranha,40,34
Canto III,4,45,1628,Muitas voltas tem dado a fatal roda;,41,36
Canto III,4,45,1628,"Mas nunca poderá, com força ou manha,",42,37
Canto III,4,45,1628,A Fortuna inquieta por-lhe noda,43,31
Canto III,4,45,1628,Que lha não tire o esforço e ousadia,44,36
Canto III,4,45,1628,Dos belicosos peitos que em si cria.,45,36
Canto III,5,44,1630,«Com Tingitânia entesta; e ali parece,1,37
Canto III,5,44,1630,Que quer fechar o Mar Mediterrano,2,33
Canto III,5,44,1630,Onde o sabido Estreito se ennobrece,3,35
Canto III,5,44,1630,Co extremo trabalho do Tebano.,4,30
Canto III,5,44,1630,"Com nações diferentes se engrandece,",5,36
Canto III,5,44,1630,Cercadas com as ondas do Oceano;,6,32
Canto III,5,44,1630,Todas de tal nobreza e tal valor,7,32
Canto III,5,44,1630,Que qualquer delas cuida que é milhor.,8,38
Canto III,5,44,1630,"«Tem o Tarragonês, que se fez claro",9,35
Canto III,5,44,1630,Sujeitando Parténope inquieta;,10,30
Canto III,5,44,1630,"O Navarro, as Astúrias, que reparo",11,34
Canto III,5,44,1630,Já foram contra a gente Mahometa;,12,33
Canto III,5,44,1630,Tem o Galego cauto e o grande e raro,13,36
Canto III,5,44,1630,"Castelhano, a quem fez o seu Planeta",14,36
Canto III,5,44,1630,Restituidor de Espanha e senhor dela;,15,37
Canto III,5,44,1630,"Bétis, Lião, Granada, com Castela.",16,34
Canto III,5,44,1630,"«Eis aqui, quási cume da cabeça",17,31
Canto III,5,44,1630,"De Europa toda, o Reino Lusitano,",18,33
Canto III,5,44,1630,Onde a terra se acaba e o mar começa,19,36
Canto III,5,44,1630,E onde Febo repousa no Oceano.,20,30
Canto III,5,44,1630,Este quis o Céu justo que floreça,21,33
Canto III,5,44,1630,"Nas armas contra o torpe Mauritano,",22,35
Canto III,5,44,1630,Deitando-o de si fora; e lá na ardente,23,38
Canto III,5,44,1630,África estar quieto o não consente.,24,35
Canto III,5,44,1630,"«Esta é a ditosa pátria minha amada,",25,36
Canto III,5,44,1630,À qual se o Céu me dá que eu sem perigo,26,39
Canto III,5,44,1630,"Torne, com esta empresa já acabada,",27,35
Canto III,5,44,1630,Acabe-se esta luz ali comigo.,28,29
Canto III,5,44,1630,"Esta foi Lusitânia, derivada",29,28
Canto III,5,44,1630,"De Luso ou Lisa, que de Baco antigo",30,35
Canto III,5,44,1630,"Filhos foram, parece, ou companheiros,",31,38
Canto III,5,44,1630,E nela antão os íncolas primeiros.,32,34
Canto III,5,44,1630,«Desta o pastor nasceu que no seu nome,33,38
Canto III,5,44,1630,Se vê que de homem forte os feitos teve;,34,40
Canto III,5,44,1630,"Cuja fama ninguém virá que dome,",35,32
Canto III,5,44,1630,Pois a grande de Roma não se atreve.,36,36
Canto III,5,44,1630,"Esta, o Velho que os filhos próprios come,",37,42
Canto III,5,44,1630,"Por decreto do Céu, ligeiro e leve,",38,35
Canto III,5,44,1630,"Veio a fazer no mundo tanta parte,",39,34
Canto III,5,44,1630,Criando-a Reino ilustre; e foi destarte:,40,40
Canto III,5,44,1630,"«Um Rei, por nome Afonso, foi na Espanha,",41,41
Canto III,5,44,1630,"Que fez aos Sarracenos tanta guerra,",42,36
Canto III,5,44,1630,"Que, por armas sanguinas, força e manha,",43,40
Canto III,5,44,1630,A muitos fez perder a vida e a terra.,44,37
Canto III,6,44,1633,Voando deste Rei a fama estranha,1,32
Canto III,6,44,1633,"Do Herculano Calpe à Cáspia Serra,",2,34
Canto III,6,44,1633,"Muitos, pera na guerra esclarecer-se,",3,37
Canto III,6,44,1633,Vinham a ele e à morte oferecer-se.,4,35
Canto III,6,44,1633,«E com um amor intrínseco acendidos,5,35
Canto III,6,44,1633,"Da Fé, mais que das honras populares,",6,37
Canto III,6,44,1633,"Eram de várias terras conduzidos,",7,33
Canto III,6,44,1633,Deixando a pátria amada e próprios lares.,8,41
Canto III,6,44,1633,Despois que em feitos altos e subidos,9,37
Canto III,6,44,1633,"Se mostraram nas armas singulares,",10,34
Canto III,6,44,1633,Quis o famoso Afonso que obras tais,11,35
Canto III,6,44,1633,Levassem prémio dino e dões iguais.,12,35
Canto III,6,44,1633,«Destes Anrique (dizem que segundo,13,34
Canto III,6,44,1633,Filho de um Rei de Hungria exprimentado),14,40
Canto III,6,44,1633,"Portugal houve em sorte, que no mundo",15,37
Canto III,6,44,1633,Então não era ilustre nem prezado;,16,34
Canto III,6,44,1633,"E, pera mais sinal de amor profundo,",17,36
Canto III,6,44,1633,Quis o Rei Castelhano que casado,18,32
Canto III,6,44,1633,"Com Teresa, sua filha, o Conde fosse;",19,37
Canto III,6,44,1633,E com ela das terras tomou posse.,20,33
Canto III,6,44,1633,"«Este, despois que contra os descendentes",21,41
